Amount of Points: 3600
0.0000, -1.0000, 0.0000, 1.0000, 0.0000, 0.0000
0.0005, -0.9990, 0.0000, 1.0000, 0.0000, 0.0000
0.0010, -0.9980, 0.0001, 1.0000, 0.0000, 0.0000
0.0015, -0.9970, 0.0001, 1.0000, 0.0000, 0.0000
0.0020, -0.9960, 0.0003, 1.0000, 0.0000, 0.0000
0.0025, -0.9950, 0.0004, 1.0000, 0.0000, 0.0000
0.0029, -0.9940, 0.0006, 1.0000, 0.0000, 0.0000
0.0034, -0.9930, 0.0008, 1.0000, 0.0000, 0.0000
0.0039, -0.9920, 0.0010, 1.0000, 0.0000, 0.0000
0.0043, -0.9910, 0.0013, 1.0000, 0.0000, 0.0000
0.0047, -0.9900, 0.0016, 1.0000, 0.0000, 0.0000
0.0052, -0.9890, 0.0019, 1.0000, 0.0000, 0.0000
0.0056, -0.9880, 0.0022, 1.0000, 0.0000, 0.0000
0.0060, -0.9870, 0.0026, 1.0000, 0.0000, 0.0000
0.0063, -0.9860, 0.0030, 1.0000, 0.0000, 0.0000
0.0067, -0.9850, 0.0034, 1.0000, 0.0000, 0.0000
0.0070, -0.9840, 0.0039, 1.0000, 0.0000, 0.0000
0.0073, -0.9830, 0.0044, 1.0000, 0.0000, 0.0000
0.0076, -0.9820, 0.0049, 1.0000, 0.0000, 0.0000
0.0078, -0.9810, 0.0054, 1.0000, 0.0000, 0.0000
0.0080, -0.9800, 0.0059, 1.0000, 0.0000, 0.0000
0.0082, -0.9790, 0.0065, 1.0000, 0.0000, 0.0000
0.0084, -0.9780, 0.0071, 1.0000, 0.0000, 0.0000
0.0086, -0.9770, 0.0077, 1.0000, 0.0000, 0.0000
0.0087, -0.9760, 0.0083, 1.0000, 0.0000, 0.0000
0.0087, -0.9750, 0.0089, 1.0000, 0.0000, 0.0000
0.0088, -0.9740, 0.0096, 1.0000, 0.0000, 0.0000
0.0088, -0.9730, 0.0102, 1.0000, 0.0000, 0.0000
0.0088, -0.9720, 0.0109, 1.0000, 0.0000, 0.0000
0.0087, -0.9710, 0.0116, 1.0000, 0.0000, 0.0000
0.0087, -0.9700, 0.0122, 1.0000, 0.0000, 0.0000
0.0085, -0.9690, 0.0129, 1.0000, 0.0000, 0.0000
0.0084, -0.9680, 0.0136, 1.0000, 0.0000, 0.0000
0.0082, -0.9670, 0.0143, 1.0000, 0.0000, 0.0000
0.0080, -0.9660, 0.0150, 1.0000, 0.0000, 0.0000
0.0077, -0.9650, 0.0157, 1.0000, 0.0000, 0.0000
0.0074, -0.9640, 0.0164, 1.0000, 0.0000, 0.0000
0.0071, -0.9630, 0.0171, 1.0000, 0.0000, 0.0000
0.0067, -0.9620, 0.0178, 1.0000, 0.0000, 0.0000
0.0063, -0.9610, 0.0185, 1.0000, 0.0000, 0.0000
0.0059, -0.9600, 0.0191, 1.0000, 0.0000, 0.0000
0.0054, -0.9590, 0.0198, 1.0000, 0.0000, 0.0000
0.0049, -0.9580, 0.0204, 1.0000, 0.0000, 0.0000
0.0043, -0.9570, 0.0211, 1.0000, 0.0000, 0.0000
0.0037, -0.9560, 0.0217, 1.0000, 0.0000, 0.0000
0.0031, -0.9550, 0.0223, 1.0000, 0.0000, 0.0000
0.0024, -0.9540, 0.0229, 1.0000, 0.0000, 0.0000
0.0018, -0.9530, 0.0234, 1.0000, 0.0000, 0.0000
0.0010, -0.9520, 0.0240, 1.0000, 0.0000, 0.0000
0.0003, -0.9510, 0.0245, 1.0000, 0.0000, 0.0000
-0.0005, -0.9500, 0.0250, 1.0000, 0.0000, 0.0000
-0.0013, -0.9490, 0.0255, 1.0000, 0.0000, 0.0000
-0.0022, -0.9480, 0.0259, 1.0000, 0.0000, 0.0000
-0.0031, -0.9470, 0.0263, 1.0000, 0.0000, 0.0000
-0.0040, -0.9460, 0.0267, 1.0000, 0.0000, 0.0000
-0.0049, -0.9450, 0.0271, 1.0000, 0.0000, 0.0000
-0.0059, -0.9440, 0.0274, 1.0000, 0.0000, 0.0000
