-10000.0000, -3.0000, -3000000.0000, 1.0000, 0.0000, 0.0000
-9997.0000, -2.9997, -2997900.5000, 1.0000, 0.0000, 0.0000
-9994.0010, -2.9994, -2995802.5000, 1.0000, 0.0000, 0.0000
-9991.0010, -2.9991, -2993704.2500, 1.0000, 0.0000, 0.0000
-9988.0029, -2.9988, -2991608.7500, 1.0000, 0.0000, 0.0000
-9985.0039, -2.9985, -2989513.5000, 1.0000, 0.0000, 0.0000
-9982.0068, -2.9982, -2987419.7500, 1.0000, 0.0000, 0.0000
-9979.0098, -2.9979, -2985327.2500, 1.0000, 0.0000, 0.0000
-9976.0137, -2.9976, -2983236.5000, 1.0000, 0.0000, 0.0000
-9973.0186, -2.9973, -2981147.0000, 1.0000, 0.0000, 0.0000
-9970.0234, -2.9970, -2979058.5000, 1.0000, 0.0000, 0.0000
-9967.0293, -2.9967, -2976971.2500, 1.0000, 0.0000, 0.0000
-9964.0361, -2.9964, -2974885.5000, 1.0000, 0.0000, 0.0000
-9961.0430, -2.9961, -2972801.0000, 1.0000, 0.0000, 0.0000
-9958.0498, -2.9958, -2970716.7500, 1.0000, 0.0000, 0.0000
-9955.0576, -2.9955, -2968634.5000, 1.0000, 0.0000, 0.0000
-9952.0664, -2.9952, -2966553.5000, 1.0000, 0.0000, 0.0000
-9949.0752, -2.9949, -2964473.5000, 1.0000, 0.0000, 0.0000
-9946.0859, -2.9946, -2962395.7500, 1.0000, 0.0000, 0.0000
-9943.0967, -2.9943, -2960318.5000, 1.0000, 0.0000, 0.0000
-9940.1064, -2.9940, -2958242.0000, 1.0000, 0.0000, 0.0000
-9937.1191, -2.9937, -2956168.0000, 1.0000, 0.0000, 0.0000
-9934.1309, -2.9934, -2954093.7500, 1.0000, 0.0000, 0.0000
-9931.1436, -2.9931, -2952021.7500, 1.0000, 0.0000, 0.0000
-9928.1582, -2.9928, -2949951.2500, 1.0000, 0.0000, 0.0000
-9925.1709, -2.9925, -2947880.7500, 1.0000, 0.0000, 0.0000
-9922.1865, -2.9922, -2945812.7500, 1.0000, 0.0000, 0.0000
-9919.2012, -2.9919, -2943745.2500, 1.0000, 0.0000, 0.0000
-9916.2168, -2.9916, -2941679.0000, 1.0000, 0.0000, 0.0000
-9913.2334, -2.9913, -2939614.5000, 1.0000, 0.0000, 0.0000
-9910.2510, -2.9910, -2937551.0000, 1.0000, 0.0000, 0.0000
-9907.2686, -2.9907, -2935488.7500, 1.0000, 0.0000, 0.0000
-9904.2871, -2.9904, -2933427.7500, 1.0000, 0.0000, 0.0000
-9901.3047, -2.9901, -2931367.2500, 1.0000, 0.0000, 0.0000
-9898.3252, -2.9898, -2929309.7500, 1.0000, 0.0000, 0.0000
-9895.3447, -2.9895, -2927251.7500, 1.0000, 0.0000, 0.0000
-9892.3652, -2.9892, -2925195.5000, 1.0000, 0.0000, 0.0000
-9889.3867, -2.9889, -2923141.0000, 1.0000, 0.0000, 0.0000
-9886.4082, -2.9886, -2921087.0000, 1.0000, 0.0000, 0.0000
-9883.4316, -2.9883, -2919035.5000, 1.0000, 0.0000, 0.0000
-9880.4541, -2.9880, -2916984.0000, 1.0000, 0.0000, 0.0000
-9877.4775, -2.9877, -2914933.7500, 1.0000, 0.0000, 0.0000
-9874.5010, -2.9874, -2912884.7500, 1.0000, 0.0000, 0.0000
-9871.5273, -2.9871, -2910838.5000, 1.0000, 0.0000, 0.0000
-9868.5518, -2.9868, -2908791.2500, 1.0000, 0.0000, 0.0000
-9865.5781, -2.9865, -2906746.5000, 1.0000, 0.0000, 0.0000
