-10000.0000, -5.0000, -5000000.0000, 1.0000, 0.0000, 0.0000
-9997.0000, -4.9995, -4996500.5000, 1.0000, 0.0000, 0.0000
-9994.0010, -4.9990, -4993003.5000, 1.0000, 0.0000, 0.0000
-9991.0010, -4.9985, -4989508.0000, 1.0000, 0.0000, 0.0000
-9988.0029, -4.9980, -4986014.5000, 1.0000, 0.0000, 0.0000
-9985.0039, -4.9975, -4982522.0000, 1.0000, 0.0000, 0.0000
-9982.0068, -4.9970, -4979033.5000, 1.0000, 0.0000, 0.0000
-9979.0098, -4.9965, -4975546.0000, 1.0000, 0.0000, 0.0000
-9976.0137, -4.9960, -4972061.0000, 1.0000, 0.0000, 0.0000
-9973.0186, -4.9955, -4968578.0000, 1.0000, 0.0000, 0.0000
-9970.0234, -4.9950, -4965097.5000, 1.0000, 0.0000, 0.0000
-9967.0293, -4.9945, -4961618.5000, 1.0000, 0.0000, 0.0000
-9964.0361, -4.9940, -4958142.5000, 1.0000, 0.0000, 0.0000
-9961.0430, -4.9935, -4954668.0000, 1.0000, 0.0000, 0.0000
-9958.0498, -4.9930, -4951195.0000, 1.0000, 0.0000, 0.0000
-9955.0576, -4.9925, -4947724.5000, 1.0000, 0.0000, 0.0000
-9952.0664, -4.9920, -4944256.0000, 1.0000, 0.0000, 0.0000
-9949.0752, -4.9915, -4940789.0000, 1.0000, 0.0000, 0.0000
-9946.0859, -4.9910, -4937326.0000, 1.0000, 0.0000, 0.0000
-9943.0967, -4.9905, -4933864.5000, 1.0000, 0.0000, 0.0000
-9940.1064, -4.9900, -4930403.0000, 1.0000, 0.0000, 0.0000
-9937.1191, -4.9895, -4926946.0000, 1.0000, 0.0000, 0.0000
-9934.1309, -4.9890, -4923490.0000, 1.0000, 0.0000, 0.0000
-9931.1436, -4.9885, -4920036.5000, 1.0000, 0.0000, 0.0000
-9928.1582, -4.9880, -4916586.0000, 1.0000, 0.0000, 0.0000
-9925.1709, -4.9875, -4913134.5000, 1.0000, 0.0000, 0.0000
-9922.1865, -4.9870, -4909688.0000, 1.0000, 0.0000, 0.0000
-9919.2012, -4.9865, -4906242.0000, 1.0000, 0.0000, 0.0000
-9916.2168, -4.9860, -4902798.5000, 1.0000, 0.0000, 0.0000
-9913.2334, -4.9855, -4899357.5000, 1.0000, 0.0000, 0.0000
-9910.2510, -4.9850, -4895918.5000, 1.0000, 0.0000, 0.0000
-9907.2686, -4.9845, -4892481.5000, 1.0000, 0.0000, 0.0000
-9904.2871, -4.9840, -4889046.5000, 1.0000, 0.0000, 0.0000
-9901.3047, -4.9835, -4885612.0000, 1.0000, 0.0000, 0.0000
-9898.3252, -4.9830, -4882182.0000, 1.0000, 0.0000, 0.0000
-9895.3447, -4.9825, -4878753.0000, 1.0000, 0.0000, 0.0000
-9892.3652, -4.9820, -4875326.0000, 1.0000, 0.0000, 0.0000
-9889.3867, -4.9815, -4871901.5000, 1.0000, 0.0000, 0.0000
-9886.4082, -4.9810, -4868478.5000, 1.0000, 0.0000, 0.0000
-9883.4316, -4.9805, -4865059.0000, 1.0000, 0.0000, 0.0000
-9880.4541, -4.9800, -4861640.0000, 1.0000, 0.0000, 0.0000
-9877.4775, -4.9795, -4858223.0000, 1.0000, 0.0000, 0.0000
-9874.5010, -4.9790, -4854807.5000, 1.0000, 0.0000, 0.0000
